N,P,K,ph,soil_type
7,93,18,5.78,Sandy
72,68,120,6.96,Sandy
133,76,152,7.24,Loamy
106,21,96,8.44,Alkaline
88,77,89,7.92,Alkaline
38,74,91,6.92,Sandy
112,117,143,7.52,Alkaline
27,25,124,7.98,Alkaline
96,139,198,4.3,Acidic
36,11,88,4.7,Acidic
136,115,28,7.63,Alkaline
81,31,123,8.6,Alkaline
55,12,93,5.96,Sandy
84,32,41,9.38,Alkaline
1,51,90,4.8,Acidic
57,90,131,6.0,Clay
106,14,156,5.77,Clay
122,118,19,9.08,Alkaline
113,37,16,5.21,Acidic
106,139,99,6.32,Loamy
36,135,196,4.62,Acidic
78,18,35,6.63,Sandy
91,50,185,8.64,Alkaline
17,65,98,5.32,Acidic
97,17,88,8.36,Alkaline
62,20,76,8.97,Alkaline
138,137,48,3.94,Acidic
3,42,34,8.04,Alkaline
134,42,39,5.03,Acidic
60,107,25,4.55,Acidic
106,60,115,7.11,Loamy
53,67,67,7.73,Alkaline
87,124,96,5.87,Sandy
67,52,149,3.74,Acidic
128,109,16,8.95,Alkaline
54,63,150,7.88,Alkaline
2,81,96,5.13,Acidic
120,131,64,6.48,Loamy
128,59,71,3.67,Acidic
101,59,119,5.54,Loamy
37,133,19,6.64,Sandy
84,140,20,6.6,Sandy
132,131,26,4.75,Acidic
91,136,122,8.16,Alkaline
20,89,117,5.29,Acidic
108,119,99,6.98,Loamy
46,62,195,5.13,Acidic
83,41,163,6.05,Clay
82,53,5,4.75,Acidic
34,71,79,7.3,Sandy
68,23,10,6.05,Sandy
128,133,91,3.6,Acidic
139,33,141,3.67,Acidic
26,91,184,6.33,Clay
55,37,66,4.6,Acidic
22,123,62,7.01,Sandy
20,137,112,5.95,Sandy
60,75,23,7.43,Sandy
62,138,113,9.21,Alkaline
121,26,145,6.67,Clay
51,81,127,8.22,Alkaline
87,8,164,8.02,Alkaline
54,76,104,9.03,Alkaline
45,132,13,4.78,Acidic
31,49,53,8.46,Alkaline
54,140,169,8.93,Alkaline
95,97,35,5.86,Loamy
132,9,163,5.38,Acidic
35,108,63,9.21,Alkaline
109,85,187,7.27,Loamy
105,91,151,5.78,Loamy
57,141,195,8.25,Alkaline
38,134,134,5.33,Acidic
79,67,49,4.56,Acidic
96,55,100,6.76,Loamy
112,120,47,6.9,Loamy
60,117,102,8.45,Alkaline
136,35,5,6.24,Sandy
5,11,193,8.39,Alkaline
108,7,135,5.37,Acidic
34,55,95,6.95,Sandy
38,60,48,4.75,Acidic
117,77,139,5.81,Loamy
4,14,37,8.65,Alkaline
86,65,141,4.8,Acidic
75,54,34,8.36,Alkaline
56,126,150,5.2,Acidic
126,5,60,3.71,Acidic
28,42,109,4.16,Acidic
86,83,35,7.98,Alkaline
140,93,204,5.07,Acidic
45,86,195,7.42,Clay
115,71,182,7.7,Alkaline
111,21,93,5.57,Sandy
44,131,5,6.35,Sandy
103,116,114,5.92,Loamy
84,140,86,9.18,Alkaline
133,64,23,5.42,Acidic
107,44,119,4.6,Acidic
17,93,130,5.69,Clay
93,45,68,7.52,Alkaline
32,144,57,7.68,Alkaline
125,119,10,9.04,Alkaline
121,104,21,8.79,Alkaline
137,121,50,5.23,Acidic
114,93,204,6.23,Loamy
27,97,122,7.98,Alkaline
10,143,77,9.0,Alkaline
46,64,105,5.52,Sandy
126,72,187,6.17,Loamy
117,82,95,8.9,Alkaline
125,50,10,5.65,Sandy
71,42,202,6.38,Clay
106,21,113,8.93,Alkaline
136,70,200,8.31,Alkaline
32,40,44,4.96,Acidic
18,78,95,5.45,Acidic
73,11,70,5.62,Sandy
97,20,141,8.98,Alkaline
140,18,15,9.49,Alkaline
128,84,152,8.14,Alkaline
92,29,120,6.41,Sandy
47,109,47,3.56,Acidic
63,8,62,7.68,Alkaline
60,131,158,5.84,Clay
38,60,42,7.3,Sandy
127,10,98,7.14,Sandy
87,133,40,6.38,Sandy
25,133,187,9.17,Alkaline
16,119,10,3.64,Acidic
70,61,135,7.77,Alkaline
12,69,69,5.96,Sandy
68,69,128,7.78,Alkaline
25,107,196,7.55,Alkaline
48,25,190,3.56,Acidic
6,37,121,5.21,Acidic
57,26,190,4.63,Acidic
48,114,22,4.5,Acidic
102,8,155,7.87,Alkaline
52,144,100,4.94,Acidic
61,78,161,6.35,Clay
16,123,155,4.98,Acidic
24,97,132,6.98,Clay
130,69,40,7.82,Alkaline
28,69,74,5.49,Acidic
116,14,99,7.12,Sandy
25,51,138,8.45,Alkaline
123,70,166,4.07,Acidic
24,53,48,7.76,Alkaline
53,26,48,5.44,Acidic
72,90,31,4.24,Acidic
119,30,104,6.77,Sandy
55,141,56,4.86,Acidic
64,99,174,8.43,Alkaline
92,111,29,3.76,Acidic
85,138,78,4.09,Acidic
79,18,43,6.63,Sandy
107,75,171,7.03,Loamy
117,79,144,7.88,Alkaline
82,124,143,5.06,Acidic
14,116,117,8.55,Alkaline
130,55,7,9.22,Alkaline
138,134,119,6.49,Loamy
29,40,26,8.06,Alkaline
56,122,8,6.65,Sandy
127,8,140,3.92,Acidic
47,10,18,5.46,Acidic
135,114,18,4.02,Acidic
21,103,20,9.43,Alkaline
5,126,164,4.87,Acidic
103,121,68,7.32,Loamy
35,100,20,5.21,Acidic
78,71,56,7.42,Sandy
115,124,23,4.76,Acidic
56,19,73,8.21,Alkaline
48,21,144,4.16,Acidic
81,22,97,8.87,Alkaline
65,119,9,8.54,Alkaline
76,80,46,7.57,Alkaline
44,92,21,3.9,Acidic
78,95,115,4.75,Acidic
19,52,76,8.66,Alkaline
122,19,108,4.23,Acidic
66,127,98,4.44,Acidic
82,131,14,6.76,Sandy
2,102,20,5.15,Acidic
63,88,148,4.83,Acidic
39,45,46,6.95,Sandy
58,100,7,5.74,Sandy
61,72,155,4.34,Acidic
131,9,125,6.71,Clay
59,57,160,5.82,Clay
115,126,177,7.91,Alkaline
74,140,200,4.12,Acidic
121,26,28,7.22,Sandy
106,110,23,6.12,Loamy
95,11,79,5.94,Sandy
90,50,44,4.89,Acidic
129,34,50,3.68,Acidic
61,130,44,8.59,Alkaline
48,105,66,5.46,Acidic
136,83,22,7.59,Alkaline
91,137,144,9.19,Alkaline
123,71,146,6.89,Loamy
60,27,86,5.88,Sandy
47,78,193,5.11,Acidic
135,9,112,9.1,Alkaline
57,86,16,7.59,Alkaline
100,29,108,7.49,Sandy
111,12,159,6.06,Clay
61,6,138,8.57,Alkaline
38,26,92,7.78,Alkaline
57,76,119,5.2,Acidic
98,91,37,7.1,Loamy
43,76,122,6.08,Clay
28,72,84,3.54,Acidic
58,68,182,8.35,Alkaline
70,98,16,4.24,Acidic
91,23,99,6.56,Sandy
8,132,189,5.52,Clay
126,91,57,5.55,Loamy
133,86,17,6.36,Loamy
130,91,126,9.48,Alkaline
20,101,204,5.95,Clay
63,56,106,4.59,Acidic
89,86,135,7.18,Clay
35,101,196,4.92,Acidic
61,139,62,4.13,Acidic
75,119,8,3.8,Acidic
12,96,177,3.64,Acidic
10,5,70,6.09,Sandy
53,67,119,6.06,Sandy
15,23,40,4.61,Acidic
7,35,27,8.2,Alkaline
103,81,23,4.28,Acidic
58,125,44,8.99,Alkaline
56,28,76,7.03,Sandy
39,73,148,3.67,Acidic
129,63,62,9.28,Alkaline
93,118,111,5.35,Acidic
137,105,22,6.2,Loamy
43,16,40,5.21,Acidic
138,123,156,7.87,Alkaline
79,143,133,6.41,Clay
80,101,5,4.29,Acidic
1,61,68,4.13,Acidic
139,46,66,7.85,Alkaline
114,102,114,4.92,Acidic
89,35,168,4.33,Acidic
22,6,79,6.5,Sandy
61,36,150,8.32,Alkaline
112,142,20,5.17,Acidic
127,109,21,5.16,Acidic
61,140,28,8.5,Alkaline
37,79,102,4.39,Acidic
60,109,200,7.2,Clay
128,131,134,9.23,Alkaline
121,13,205,8.55,Alkaline
109,19,142,3.87,Acidic
12,101,185,5.42,Acidic
99,109,183,4.35,Acidic
134,67,201,9.2,Alkaline
21,25,18,9.42,Alkaline
73,9,116,4.91,Acidic
131,129,70,7.52,Alkaline
22,89,86,8.55,Alkaline
118,117,97,4.9,Acidic
69,84,185,4.63,Acidic
83,120,196,3.57,Acidic
100,101,76,5.97,Loamy
83,25,105,8.9,Alkaline
27,84,53,8.92,Alkaline
135,43,94,4.27,Acidic
0,125,194,4.73,Acidic
62,128,41,5.95,Sandy
21,10,181,8.18,Alkaline
69,60,200,7.17,Clay
124,53,165,6.58,Loamy
95,96,154,7.05,Loamy
78,133,74,4.08,Acidic
4,69,37,6.37,Sandy
59,32,32,9.45,Alkaline
119,104,92,4.03,Acidic
45,76,8,6.62,Sandy
133,69,70,5.27,Acidic
55,55,81,6.74,Sandy
109,53,114,6.94,Loamy
103,78,53,6.96,Loamy
76,16,132,8.61,Alkaline
1,108,143,5.84,Clay
7,85,39,6.6,Sandy
74,131,171,3.57,Acidic
124,18,142,8.24,Alkaline
37,38,78,5.06,Acidic
26,52,204,8.4,Alkaline
19,65,73,5.09,Acidic
139,39,155,3.56,Acidic
42,123,38,4.43,Acidic
30,69,128,9.41,Alkaline
90,63,115,5.42,Acidic
60,40,36,4.15,Acidic
108,46,20,4.21,Acidic
90,73,72,5.36,Acidic
94,111,58,3.73,Acidic
12,43,128,6.57,Clay
112,73,160,4.78,Acidic
34,16,116,6.62,Sandy
47,87,64,4.34,Acidic
34,40,82,6.08,Sandy
85,130,80,7.09,Sandy
113,67,64,3.87,Acidic
99,80,89,5.89,Loamy
98,86,116,5.32,Acidic
2,55,84,4.94,Acidic
84,47,122,7.13,Clay
124,38,176,7.03,Clay
137,101,6,7.28,Loamy
82,53,27,4.45,Acidic
24,129,50,5.21,Acidic
67,61,77,4.76,Acidic
60,97,58,6.74,Sandy
28,113,75,6.27,Sandy
126,9,129,5.48,Acidic
18,28,85,8.22,Alkaline
73,63,13,4.06,Acidic
60,42,74,9.35,Alkaline
19,14,176,4.2,Acidic
47,130,88,8.14,Alkaline
86,15,78,5.71,Sandy
138,28,77,8.69,Alkaline
109,92,16,3.95,Acidic
27,118,36,5.75,Sandy
58,25,166,5.51,Clay
132,14,87,9.46,Alkaline
50,138,37,9.41,Alkaline
11,70,68,4.64,Acidic
49,126,52,7.28,Sandy
131,136,20,6.71,Loamy
112,27,182,4.43,Acidic
13,17,118,4.51,Acidic
31,20,155,9.44,Alkaline
138,45,30,6.22,Sandy
54,5,58,4.25,Acidic
119,115,176,4.79,Acidic
74,16,41,5.11,Acidic
20,123,13,6.57,Sandy
132,24,17,5.51,Sandy
86,40,64,6.23,Sandy
58,83,110,4.5,Acidic
88,112,130,5.46,Acidic
82,100,84,3.92,Acidic
64,63,132,8.84,Alkaline
63,24,134,4.69,Acidic
70,130,64,8.04,Alkaline
3,101,189,5.6,Clay
103,66,119,6.35,Loamy
92,135,47,5.25,Acidic
111,97,151,7.68,Alkaline
118,95,128,8.57,Alkaline
58,137,143,5.22,Acidic
42,127,51,4.95,Acidic
11,90,67,7.59,Alkaline
39,122,139,4.67,Acidic
117,30,98,7.34,Sandy
19,122,127,4.07,Acidic
130,5,35,7.22,Sandy
89,11,59,6.58,Sandy
93,80,157,4.18,Acidic
12,91,204,7.39,Clay
65,98,34,6.18,Sandy
36,65,40,4.8,Acidic
65,33,54,5.62,Sandy
35,99,146,6.45,Clay
25,22,33,4.05,Acidic
74,45,159,9.25,Alkaline
107,136,121,7.49,Loamy
42,45,182,4.12,Acidic
7,127,40,8.44,Alkaline
28,26,166,5.44,Acidic
39,84,25,7.08,Sandy
127,134,42,5.16,Acidic
83,40,79,7.9,Alkaline
115,24,182,7.84,Alkaline
61,71,130,6.81,Clay
6,124,41,4.95,Acidic
44,59,124,5.02,Acidic
87,70,151,5.8,Clay
72,30,122,4.37,Acidic
36,134,5,5.53,Sandy
118,60,172,7.61,Alkaline
56,38,59,8.49,Alkaline
7,60,158,5.5,Clay
94,59,175,4.9,Acidic
116,24,63,8.5,Alkaline
109,54,55,8.84,Alkaline
19,88,111,5.96,Sandy
123,57,147,3.66,Acidic
52,115,12,7.67,Alkaline
118,116,98,8.2,Alkaline
11,73,146,3.61,Acidic
16,6,101,7.07,Sandy
63,20,11,7.03,Sandy
41,98,22,5.77,Sandy
93,49,16,8.0,Alkaline
10,130,6,6.07,Sandy
97,28,182,7.56,Alkaline
70,119,97,6.6,Sandy
107,127,153,4.99,Acidic
57,143,11,7.14,Sandy
33,82,16,7.92,Alkaline
19,121,88,9.34,Alkaline
49,84,61,5.78,Sandy
101,54,82,3.89,Acidic
137,89,78,9.43,Alkaline
51,8,27,7.24,Sandy
14,65,34,9.18,Alkaline
83,115,115,4.12,Acidic
130,82,62,5.55,Loamy
36,87,99,4.3,Acidic
125,137,56,8.51,Alkaline
39,104,60,8.78,Alkaline
71,35,14,6.51,Sandy
39,123,151,4.62,Acidic
55,98,151,4.26,Acidic
103,34,112,7.03,Sandy
138,59,91,6.54,Loamy
109,109,191,7.67,Alkaline
135,45,176,5.33,Acidic
92,78,191,5.91,Loamy
93,81,88,3.63,Acidic
55,89,8,7.16,Sandy
59,108,101,6.04,Sandy
137,83,116,9.02,Alkaline
38,88,197,7.35,Clay
27,137,145,5.89,Clay
48,128,71,5.08,Acidic
124,36,144,8.93,Alkaline
12,10,97,3.6,Acidic
35,98,187,5.46,Acidic
100,30,193,9.16,Alkaline
25,41,99,7.42,Sandy
85,17,45,6.7,Sandy
3,97,168,4.72,Acidic
81,29,6,8.5,Alkaline
126,145,26,4.73,Acidic
87,24,154,4.99,Acidic
126,76,45,4.65,Acidic
119,119,99,4.45,Acidic
21,131,120,9.22,Alkaline
129,30,124,7.11,Clay
30,58,18,7.33,Sandy
118,143,97,9.23,Alkaline
10,129,39,4.88,Acidic
45,15,182,3.54,Acidic
95,31,13,7.09,Sandy
9,98,122,6.55,Clay
127,87,100,6.37,Loamy
98,38,63,3.87,Acidic
111,42,60,6.23,Sandy
59,91,14,5.23,Acidic
86,69,29,5.15,Acidic
64,135,177,4.83,Acidic
56,56,15,5.5,Sandy
105,34,105,5.62,Sandy
8,117,13,5.35,Acidic
21,12,139,9.37,Alkaline
140,76,75,9.1,Alkaline
88,36,166,6.95,Clay
17,99,87,9.39,Alkaline
114,45,24,9.45,Alkaline
105,79,118,5.64,Loamy
14,49,93,6.17,Sandy
62,17,9,9.25,Alkaline
12,23,116,7.15,Sandy
80,57,59,4.78,Acidic
31,141,93,7.64,Alkaline
136,7,19,4.73,Acidic
39,100,180,5.54,Clay
81,140,8,4.87,Acidic
76,18,82,4.97,Acidic
75,124,124,3.53,Acidic
37,135,117,8.78,Alkaline
70,17,25,5.28,Acidic
47,76,141,4.02,Acidic
17,86,70,4.02,Acidic
38,61,111,6.84,Sandy
88,11,167,9.46,Alkaline
61,116,116,4.37,Acidic
140,52,121,4.1,Acidic
108,84,183,6.13,Loamy
80,123,132,6.88,Clay
133,124,106,5.27,Acidic
76,64,82,5.32,Acidic
89,37,41,6.05,Sandy
13,119,10,5.38,Acidic
94,132,86,8.99,Alkaline
53,7,90,3.75,Acidic
131,8,86,4.91,Acidic
38,104,55,8.35,Alkaline
71,8,70,8.5,Alkaline
24,46,100,4.17,Acidic
76,13,149,9.34,Alkaline
119,55,69,7.66,Alkaline
52,101,13,5.14,Acidic
130,24,145,6.24,Clay
95,26,105,5.28,Acidic
71,31,190,4.4,Acidic
61,47,162,5.25,Acidic
5,135,35,6.98,Sandy
31,98,155,8.46,Alkaline
98,12,67,5.68,Sandy
137,90,160,5.59,Loamy
130,93,63,6.31,Loamy
75,142,14,7.37,Sandy
58,117,93,8.01,Alkaline
30,25,128,5.46,Acidic
92,13,104,7.02,Sandy
68,40,94,5.84,Sandy
51,40,30,7.8,Alkaline
88,77,81,4.49,Acidic
126,5,21,5.04,Acidic
30,73,172,6.06,Clay
83,41,72,8.84,Alkaline
126,76,27,6.94,Loamy
131,111,167,9.29,Alkaline
12,100,13,4.12,Acidic
44,145,49,6.26,Sandy
126,88,169,6.01,Loamy
113,47,201,7.1,Clay
19,41,151,8.37,Alkaline
80,29,79,8.55,Alkaline
128,77,205,7.52,Alkaline
16,46,31,7.35,Sandy
57,6,145,9.19,Alkaline
71,140,189,5.8,Clay
108,100,192,8.5,Alkaline
22,65,144,9.03,Alkaline
71,18,13,6.45,Sandy
7,117,96,7.87,Alkaline
58,81,81,5.76,Sandy
110,25,88,4.45,Acidic
12,68,81,7.02,Sandy
15,61,159,4.68,Acidic
118,123,195,6.25,Loamy
1,56,33,8.74,Alkaline
29,99,154,4.02,Acidic
102,144,77,3.68,Acidic
12,93,92,7.14,Sandy
95,14,110,5.49,Acidic
93,56,151,6.01,Loamy
81,38,42,5.93,Sandy
12,119,99,4.02,Acidic
93,140,43,3.52,Acidic
111,129,147,8.89,Alkaline
54,47,58,4.81,Acidic
80,33,164,6.06,Clay
115,110,114,9.33,Alkaline
107,124,116,8.46,Alkaline
52,85,178,4.15,Acidic
127,35,193,6.55,Clay
56,132,56,7.88,Alkaline
51,42,166,7.69,Alkaline
136,105,205,8.07,Alkaline
110,136,39,6.24,Loamy
0,134,202,4.56,Acidic
43,16,41,6.29,Sandy
74,39,82,7.39,Sandy
97,114,65,7.15,Loamy
8,76,115,3.92,Acidic
31,114,118,3.89,Acidic
14,65,181,9.29,Alkaline
139,52,13,4.41,Acidic
135,75,23,5.27,Acidic
71,138,125,8.11,Alkaline
11,72,109,5.96,Sandy
64,26,160,4.59,Acidic
106,36,84,6.3,Sandy
41,127,30,6.91,Sandy
114,26,170,6.22,Clay
138,114,44,9.01,Alkaline
102,19,29,5.21,Acidic
94,128,103,7.47,Loamy
16,48,122,4.17,Acidic
84,119,73,5.85,Sandy
55,13,75,7.95,Alkaline
133,38,155,4.85,Acidic
85,77,93,7.04,Sandy
101,49,69,4.42,Acidic
53,76,154,4.12,Acidic
114,62,68,6.64,Loamy
138,119,200,7.55,Alkaline
87,23,62,4.18,Acidic
48,20,160,9.01,Alkaline
114,79,116,4.85,Acidic
62,110,127,4.22,Acidic
103,140,101,4.72,Acidic
82,78,200,4.52,Acidic
102,22,110,4.04,Acidic
16,47,8,8.29,Alkaline
5,54,133,6.47,Clay
27,7,30,5.83,Sandy
37,63,37,9.2,Alkaline
118,32,31,5.73,Sandy
36,50,46,4.5,Acidic
114,68,201,5.14,Acidic
67,74,75,4.93,Acidic
42,51,68,6.49,Sandy
57,139,29,5.25,Acidic
12,110,76,6.6,Sandy
51,85,109,7.52,Alkaline
57,55,136,8.16,Alkaline
31,33,16,7.76,Alkaline
104,117,62,4.73,Acidic
82,132,99,4.2,Acidic
98,94,143,6.75,Loamy
103,29,105,4.69,Acidic
27,45,112,4.01,Acidic
128,73,63,6.66,Loamy
47,8,121,5.46,Acidic
39,109,168,8.04,Alkaline
96,35,113,5.39,Acidic
113,135,26,9.37,Alkaline
131,121,69,8.05,Alkaline
136,94,54,3.85,Acidic
110,70,8,6.55,Loamy
75,92,204,6.88,Clay
30,28,184,7.67,Alkaline
118,103,106,6.49,Loamy
24,109,47,6.4,Sandy
33,23,109,5.71,Sandy
66,70,178,5.13,Acidic
117,64,8,9.18,Alkaline
72,119,145,5.41,Acidic
25,19,170,3.88,Acidic
103,89,177,4.5,Acidic
9,92,157,8.64,Alkaline
66,11,71,7.02,Sandy
4,10,59,8.17,Alkaline
26,129,100,8.35,Alkaline
112,37,171,8.44,Alkaline
14,62,69,6.8,Sandy
104,114,79,4.56,Acidic
43,46,134,4.39,Acidic
25,98,201,6.94,Clay
94,133,124,5.7,Loamy
83,83,90,6.85,Sandy
139,99,66,6.49,Loamy
131,115,178,7.11,Loamy
86,101,116,3.69,Acidic
111,123,163,3.7,Acidic
128,73,167,7.83,Alkaline
88,137,130,4.66,Acidic
65,56,177,7.41,Clay
130,126,81,6.78,Loamy
121,33,186,9.39,Alkaline
83,140,203,8.51,Alkaline
115,108,201,5.98,Loamy
115,5,126,7.2,Clay
37,33,161,4.2,Acidic
109,73,204,5.82,Loamy
45,57,12,7.9,Alkaline
24,128,58,7.24,Sandy
20,92,139,6.41,Clay
120,87,87,4.56,Acidic
121,16,107,8.32,Alkaline
132,56,155,5.14,Acidic
69,133,104,8.42,Alkaline
112,139,36,7.17,Loamy
106,131,66,5.74,Loamy
111,75,177,3.74,Acidic
107,21,200,4.89,Acidic
46,7,34,8.83,Alkaline
90,33,110,8.41,Alkaline
17,26,43,6.95,Sandy
103,58,137,6.3,Loamy
39,111,199,7.38,Clay
137,73,26,6.3,Loamy
88,124,160,7.37,Clay
60,51,154,5.34,Acidic
4,24,132,8.53,Alkaline
121,25,33,7.71,Alkaline
54,5,175,5.48,Acidic
36,21,46,8.48,Alkaline
55,55,64,6.42,Sandy
101,18,123,4.55,Acidic
92,63,81,3.97,Acidic
72,87,203,7.7,Alkaline
58,54,200,8.69,Alkaline
1,128,191,8.34,Alkaline
103,38,100,7.43,Sandy
50,10,90,4.35,Acidic
29,113,116,4.06,Acidic
10,53,88,5.57,Sandy
107,10,10,8.63,Alkaline
75,121,77,9.27,Alkaline
89,122,160,4.95,Acidic
122,11,81,8.07,Alkaline
124,101,35,6.94,Loamy
121,122,43,3.69,Acidic
93,133,54,6.76,Loamy
102,145,82,8.34,Alkaline
30,31,130,5.16,Acidic
51,120,169,8.88,Alkaline
88,135,113,4.92,Acidic
75,62,92,3.96,Acidic
128,93,204,4.46,Acidic
21,101,19,8.52,Alkaline
39,21,55,6.0,Sandy
100,105,202,8.28,Alkaline
110,33,27,6.69,Sandy
128,106,157,6.38,Loamy
64,127,178,8.34,Alkaline
78,58,155,6.04,Clay
21,31,14,8.31,Alkaline
98,106,77,4.1,Acidic
7,121,117,7.32,Sandy
16,108,81,7.72,Alkaline
16,49,36,8.89,Alkaline
89,118,117,4.85,Acidic
140,91,183,7.13,Loamy
80,35,173,6.1,Clay
77,41,69,5.8,Sandy
5,40,197,4.14,Acidic
109,123,105,4.31,Acidic
13,9,172,8.52,Alkaline
71,56,22,8.0,Alkaline
53,53,168,5.79,Clay
26,10,35,8.47,Alkaline
12,127,58,3.98,Acidic
59,142,67,7.25,Sandy
5,122,5,8.71,Alkaline
57,27,184,8.53,Alkaline
48,114,189,5.74,Clay
25,48,13,7.97,Alkaline
46,45,124,6.06,Clay
4,54,96,8.54,Alkaline
19,56,94,6.68,Sandy
133,74,120,8.09,Alkaline
58,113,60,3.97,Acidic
131,122,179,7.04,Loamy
16,113,7,6.8,Sandy
13,99,134,7.16,Clay
12,48,58,7.67,Alkaline
134,71,41,9.01,Alkaline
127,71,188,8.21,Alkaline
43,22,163,4.82,Acidic
118,64,101,8.46,Alkaline
18,78,16,4.23,Acidic
62,53,190,7.23,Clay
80,19,199,8.8,Alkaline
99,77,116,4.11,Acidic
121,52,158,8.6,Alkaline
43,76,82,8.29,Alkaline
103,117,144,6.52,Loamy
60,133,94,5.35,Acidic
124,139,148,5.93,Loamy
70,57,185,9.31,Alkaline
106,22,76,4.71,Acidic
49,16,181,6.98,Clay
64,52,181,4.0,Acidic
98,34,96,4.81,Acidic
31,101,11,8.08,Alkaline
140,11,19,5.32,Acidic
57,96,109,9.41,Alkaline
127,117,168,6.5,Loamy
111,7,76,6.6,Sandy
67,111,78,3.72,Acidic
39,67,147,9.24,Alkaline
131,138,66,4.55,Acidic
89,106,150,6.73,Clay
27,19,50,5.87,Sandy
95,95,109,5.99,Loamy
30,85,113,7.36,Sandy
2,65,65,7.47,Sandy
135,124,125,4.43,Acidic
23,65,47,6.5,Sandy
14,57,176,8.24,Alkaline
44,30,103,6.16,Sandy
7,119,198,4.49,Acidic
70,44,59,5.38,Acidic
107,92,171,4.77,Acidic
114,120,137,4.25,Acidic
102,140,189,5.77,Loamy
124,25,116,6.75,Sandy
56,47,147,3.94,Acidic
29,25,95,7.12,Sandy
113,135,20,9.46,Alkaline
116,35,61,9.28,Alkaline
59,31,106,8.48,Alkaline
97,77,29,5.1,Acidic
125,101,26,3.63,Acidic
93,94,163,8.5,Alkaline
133,48,127,3.83,Acidic
121,47,166,4.73,Acidic
107,35,91,6.77,Sandy
3,121,148,4.57,Acidic
92,80,202,8.5,Alkaline
5,38,191,8.16,Alkaline
31,84,147,8.03,Alkaline
105,8,86,8.4,Alkaline
14,76,106,4.82,Acidic
121,102,145,7.87,Alkaline
95,114,28,5.63,Loamy
5,32,145,7.5,Clay
111,134,197,4.23,Acidic
119,21,40,7.73,Alkaline
122,62,53,9.33,Alkaline
66,131,86,3.76,Acidic
105,13,52,4.06,Acidic
138,35,101,4.24,Acidic
42,92,106,6.08,Sandy
95,66,175,5.24,Acidic
131,23,10,8.34,Alkaline
80,85,72,6.34,Sandy
40,111,18,6.41,Sandy
132,59,34,7.8,Alkaline
34,116,114,5.67,Sandy
21,127,12,5.62,Sandy
111,69,186,8.04,Alkaline
10,128,70,8.18,Alkaline
2,7,136,3.59,Acidic
136,142,88,4.36,Acidic
59,25,192,4.78,Acidic
75,41,124,5.61,Clay
86,19,57,5.25,Acidic
13,91,103,7.51,Alkaline
17,124,78,8.47,Alkaline
112,141,147,4.65,Acidic
72,48,104,6.88,Sandy
22,43,133,5.71,Clay
82,137,154,6.53,Clay
124,29,19,7.22,Sandy
68,60,26,8.86,Alkaline
46,125,182,4.65,Acidic
115,94,52,4.02,Acidic
29,68,121,7.26,Clay
24,93,77,5.86,Sandy
111,116,124,4.48,Acidic
24,80,183,4.2,Acidic
73,141,21,6.85,Sandy
57,142,110,5.3,Acidic
93,14,87,9.48,Alkaline
118,66,108,5.94,Loamy
126,94,95,4.77,Acidic
24,64,183,7.27,Clay
77,111,169,4.97,Acidic
98,42,53,6.46,Sandy
115,138,63,6.4,Loamy
47,51,142,6.22,Clay
9,137,34,8.28,Alkaline
98,82,89,4.8,Acidic
10,57,25,8.93,Alkaline
84,66,38,8.25,Alkaline
134,27,77,5.5,Sandy
125,48,102,4.58,Acidic
63,56,182,5.18,Acidic
1,50,80,5.5,Sandy
75,88,179,6.84,Clay
120,51,89,3.78,Acidic
41,95,88,8.99,Alkaline
53,56,138,4.09,Acidic
74,28,182,5.18,Acidic
15,93,113,4.16,Acidic
17,68,67,5.04,Acidic
89,123,16,8.53,Alkaline
5,68,173,7.19,Clay
107,90,163,4.86,Acidic
47,60,6,8.73,Alkaline
41,63,148,8.3,Alkaline
75,137,133,8.02,Alkaline
76,129,136,8.59,Alkaline
131,51,51,7.22,Loamy
129,125,197,6.51,Loamy
58,106,56,5.74,Sandy
26,48,51,4.84,Acidic
78,19,103,6.84,Sandy
71,109,54,8.84,Alkaline
6,55,49,7.06,Sandy
110,57,46,9.02,Alkaline
118,38,188,5.64,Clay
62,128,75,7.67,Alkaline
123,81,61,7.39,Loamy
11,140,37,7.52,Alkaline
140,127,160,7.37,Loamy
42,74,118,4.83,Acidic
16,25,48,4.36,Acidic
62,112,118,9.37,Alkaline
119,112,60,3.77,Acidic
35,139,48,6.31,Sandy
7,94,100,6.05,Sandy
68,83,77,5.66,Sandy
89,46,38,8.19,Alkaline
35,56,18,7.97,Alkaline
27,106,200,8.93,Alkaline
117,109,161,5.87,Loamy
92,83,129,6.89,Loamy
75,116,83,8.85,Alkaline
100,108,149,9.46,Alkaline
13,20,87,9.32,Alkaline
70,100,141,7.81,Alkaline
123,41,31,4.36,Acidic
124,50,181,3.64,Acidic
36,6,169,8.45,Alkaline
28,123,160,8.55,Alkaline
18,91,54,7.98,Alkaline
105,98,59,5.18,Acidic
20,7,136,7.34,Clay
63,115,102,5.4,Acidic
26,5,151,6.2,Clay
54,109,41,5.79,Sandy
28,26,136,8.98,Alkaline
24,138,41,4.9,Acidic
69,69,183,6.97,Clay
62,25,164,5.67,Clay
129,8,177,7.48,Clay
15,135,116,6.89,Sandy
99,117,16,9.04,Alkaline
29,34,173,4.11,Acidic
44,35,60,4.82,Acidic
